2018/10/18 21:13:39,"日経平均:22,658.16","日経始値:22,871.28","日経高値:22,873.13","日経安値:22,637.29"
2018/10/18 21:13:40,"日経平均:22,658.16","日経始値:22,871.28","日経高値:22,873.13","日経安値:22,637.29"
